report	provider_number	npi	fy_start	fy_end	date_processed	date_created	status	year	data_source	beds	tot_charges	net_pat_rev	tot_discounts	tot_operating_exp	ip_charges	icu_charges	ancillary_charges	tot_discharges	mcare_discharges	mcaid_discharges	tot_mcare_payment	secondary_mcare_payment	street	city	state	zip	county	name	uncomp_care	cost_to_charge	new_cap_ass	cash	fixed_assets	depr_land	depr_bldg	depr_lease	depr_fixed_equip	depr_auto	depr_major_equip	depr_minor_equip	current_assets	current_liabilities	pps_ip_charges	pps_op_charges	pps_mcare_cost	pps_pgm_cost
291228	330028		01/01/2009	12/31/2009	04/19/2013	04/19/2013	2	2009	v1996	336	848200173	268709022	579491151	281293665	243830631	73346375	222311452	18369	3077	3822	51356897	5317	355 BARD AVENUE	STATEN ISLAND	NY	10310	RICHMOND	RICHMOND UNIVERSITY MEDICAL CENTER	32827488	.296624	2275660	16807993	15477855						3498265		54718987	52947756	591776661	256423512	33002989	31439025
291241	390130		07/01/2009	06/30/2010	04/22/2013	04/22/2013	4	2009	v1996	30	50439371	17972163	32467208	17681630	1626450	447000	7105007	853	470	62	2942773		290 HAIDA AVENUE	HASTINGS	PA	16646-	CAMBRIA	MINERS HOSPITAL	1934304	.295731	401809	1048934	2780169	877498	6331268		3642455	7771	5964000		3096794	2039096	9985453	37863777	3153914	2978390
291251	330162		01/01/2009	12/31/2009	04/22/2013	04/19/2013	2	2009	v1996	148	407021523	187873107	219148416	183844534	52732289	3947991	131705191	9182	3435	538	30673837	7817	400 EAST MAIN ST	MOUNT KISCO	NY	10549	WESTCHESTER	NORTHERN WESTCHESTER HOSPITAL	5795790	.434565	8500750	1831821	96640168	1602523	69947978		843432		73032922		35966000	43766972	189155483	197248647	38810855	35565065
291310	150021		01/01/2009	12/31/2009	04/24/2013	04/24/2013	3	2009	v1996	482	1240013244	496033566	743979678	483359927	104174710	73078635	519711496	20365	5793	1455	64708194	97166	2200 RANDALLIA DRIVE	FORT WAYNE	IN	46805	ALLEN	PARKVIEW HOSPITAL	79804869	.32322	13563267	-515559	169693994	7207337	134994446	2191028	86185	567477	109068242		178891600	45063092	713793900	442558385	73076895	66509857
291311	150044		01/01/2009	12/31/2009	04/24/2013	04/24/2013	2	2009	v1996	231	557571719	205951372	351620347	206480099	58109353	7350649	223114152	14597	5979	501	53380914	455664	1850 STATE ST	NEW ALBANY	IN	47150	FLOYD	FLOYD MEMORIAL HOSPITAL		.297574	5852656	49049957	123633664	2681947	41620132	1622803	9824287		74417336	1362021	76756278	32720121	281967533	244850400	54517497	49954743
291313	150133		03/01/2009	02/28/2010	04/24/2013	04/24/2013	2	2009	v1996	72	274169295	118074673	156094622	89994584	14698733	3081258	75730273	4561	1566	185	10164811		2101 EAST DUBOIS DRIVE	WARSAW	IN	46580	KOSCIUSKO	KOSCIUSKO COMMUNITY HOSPITAL	13278365	.20872	12921886	-350992	46549536	178690	2610190	8790	137694	29549	5036094	1792137	19103932	8136072	93823318	151893217	8873760	7901201
291314	240053		01/01/2009	12/31/2009	04/24/2013	04/18/2013	2	2009	v1996	348	750445303	434922253	315523050	432588876	135103004	22674800	268661144	23211	7991	3115	81588163	121145	6500 EXCELSIOR BLVD	ST. LOUIS PARK	MN	55440	HENNEPIN	PARK NICOLLET METHODIST HOSPITAL	4515877	.496926	90936345	502071	218412802	2538490	146325613	2618397	237701366				152221260	31202776	423551914	383011655	84065554	77050119
291315	240044		10/01/2008	09/30/2009	04/24/2013	04/16/2013	2	2009	v1996	53	113961845	71789155	42172690	75771506	8246807	3474905	19895454	2135	1043	285	5888556	7593	855 MANKATO AVE	WINONA	MN	55987-0600	WINONA	WINONA HEALTH SERVICES	729606	.4861	3814809	7297316	54615665						45318141		47938171	8366288	35183381	52272760	8647559	7804629
291316	240006		01/01/2009	12/31/2009	04/24/2013	04/16/2013	2	2009	v1996	61	210715322	141853069	68862253	132175442	7438955	409480	18911613	2285	355	452	2863983	5160	1650 FOURTH STREET	ROCHESTER	MN	55904	OLMSTED	OLMSTED MEDICAL CENTER	3950004	.628003	6624891	26790081	41530661	230401	10750156		3223741		14663312		57080735	19955130	26760482	110995942	4614182	4476052
291317	140145		07/01/2009	06/30/2010	04/24/2013	04/18/2013	2	2009	v1996	57	90164284	45651010	44513274	44096723	5156416	35700	18697146	1845	853	266	6006748		JAMESTOWN ROAD	BREESE	IL	62230	CLINTON	ST. JOSEPH S HOSPITAL		.407212	1620222	3411364	23731777	1544670	6251038	24843	7436812		13586002		13251665	7459265	22919648	59266452	6531593	6009335
291321	112009		01/01/2009	12/31/2009	04/24/2013	04/24/2013	4	2009	v1996	30	30079412	13757056	16322356	11662458	6858110		23221302	234	145	4			550 PEACHTREE ST  NE  7TH FL	ATLANTA	GA	30365-	FULTON	SSH - ATLANTA		.375865	43680		341416		804848				704484		862725	16593	30079412	11290	6946960	6341165
291325	452049		09/01/2009	08/31/2010	04/24/2013	04/24/2013	4	2009	v1996	300	186305414	76542052	109763362	77502669	39999658		144778744	2026	1476	1			1917 ASHLAND	HOUSTON	TX	77008	HARRIS	SSH - HOUSTON		.381216	8332882	23829	25885868		4117854				16560190		4137591	5065653	184778402	1527012	48408961	42398016
291327	070003		10/01/2008	09/30/2009	04/25/2013	04/23/2013	2	2009	v1996	89	165561002	95995361	69565641	96763604	13396426	970593	38346564	4944	2064	706	15687281	59879	320 POMFRET STREET	PUTNAM	CT	06260	WINDHAM	DAY KIMBALL HOSPITAL	1212447	.494704	5117826	12137349	25486265	1797533	34219371		738277		18810779		35740880	16045268	58056305	100455534	14325179	13344060
291328	070020		10/01/2008	09/30/2009	04/25/2013	04/23/2013	2	2009	v1996	168	845270408	319487236	525783172	288706670	88925299	35158906	195065956	11634	5760	371	55503513	55418	28 CRESCENT STREET	MIDDLETOWN	CT	06457	MIDDLESEX	MIDDLESEX HOSPITAL	25150872	.297941	24143659	47781000	157170000	2734000	107516000	2734000		1431000	101428000		113922000	52708000	332517533	398298276	57265136	51579925
291334	140125		01/01/2009	12/31/2009	04/25/2013	04/25/2013	2	2009	v1996	284	554647157	108290244	446356913	101522986	118595154	9423514	227465525	7979	2315	2438	18649527	27535	2100 MADISON AVENUE	GRANITE CITY	IL	62040	MADISON	GATEWAY REGIONAL	34476051	.111672	11121016	-788698	43541011	735406	4937296	2819329	604905	30775	6677412	2800739	17870156	-1270211	376715954	180978370	14287910	13294958
291376	330185		01/01/2009	12/31/2009	04/26/2013	04/19/2013	2	2009	v1996	195	683863496	204060243	479803253	221192515	182385013	24881045	210666558	10791	5652	226	56064431	16407	75 NORTH COUNTRY RD	PT JEFFERSON	NY	11777	SUFFOLK	JOHN T. MATHER MEMORIAL HOSPITAL	52963019	.293038	10474164	13555599	63071534	1759960	39965373	336422	30340236	192150	54728188		78544914	42243412	467547333	216316063	63510202	60641849
291380	230093		07/01/2009	06/30/2010	04/26/2013	04/25/2013	2	2009	v1996	46	79343738	45432901	33910837	44433454	5378739	1473701	15836615	2387	819	70	5249887	17024	605 OAK STREET	BIG RAPIDS	MI	49307	BIG RAPIDS	MECOSTA COUNTY MEDICAL CENTER		.482765	1265466	3009606	22092246								18584448	5485775	23967493	51740983	5187090	4725458
291384	270004		07/01/2009	06/30/2010	04/26/2013	04/25/2013	2	2009	v1996	246	880753634	479300403	401453231	481806270	57637082	22740783	211014382	14390	4792	1665	48627981	51694	2800 TENTH AVENUE NORTH	BILLINGS	MT	59107-7000	YELLOWSTONE	BILLINGS CLINIC	42164432	.418867	25892286	17636311	186707727	6542811	54809871	1348039	43272298		96408069	1030540	234684376	67836537	302729721	349867000	42739709	40066476
291385	460018		01/01/2009	08/24/2009	04/26/2013	04/24/2013	2	2009	v1996	38	7085402	4868805	2216597	6014267	381727		608833	142	30	34	240318		355 NORTH MAIN	KANAB	UT	84741	KANE	KANE COUNTY HOSPITAL		.840204	39930	3071405	4590901		3570789		6742		2813492		5412910	319260	1652693	4913963	381958	348776
291421	140135		10/01/2008	09/30/2009	04/29/2013	04/23/2013	2	2009	v1996	279	800896600	273222461	527674139	273147853	22431786	14205620	232098644	12735	6019	2023	47143873	184633	2300 N. EDWARD ST.	DECATUR	IL	62526	MACON	DECATUR MEMORIAL HOSPITAL	34493467	.224652		23377437	112963833								83108443	37731852	277936317	440356688	45359870	40215669
291424	330211		01/01/2009	12/31/2009	04/29/2013	04/23/2013	2	2009	v1996	87	152471078	79229490	73241588	79122153	11462917	2325142	20820834	3086	1488	530	11547308		214 KING STREET	OGDENSBURG	NY	13669	ST. LAWRENCE	CLAXTON-HEPBURN MEDICAL CENTER		.471934		7160991	43392825	1426581	19941779		5092606		23424011		25294830	13976995	47140370	101167999	11099486	10290163
291437	251300		08/01/2009	07/31/2010	04/29/2013	04/26/2013	3	2009	v1996	25	42951818	15938013	27013805	16808382	1077059		7109354	955	497	190			440 BROAD STREET	FOREST	MS	39074	SCOTT	S.E. LACKEY CAH AND NURSING HOME			138489	368630	1412471		211808	139497	206392		978261	92890	2853801	4985239	12275158	27474280	1608889	
291447	070034		10/01/2008	09/30/2009	04/30/2013	04/23/2013	2	2009	v1996	251	662081366	324670163	337411203	336172586	83864534	63976309	208899592	14222	4310	1022	57433620	87784	MAPLE ST	NORWALK	CT	06856	FAIRFIELD	NORWALK HOSPITAL	38554769	.399315	16319713	16610569	115972689	957234	73076917	1597496	55246954		117112110		75404895	36813291	360207017	259250638	63322539	59142030
291450	150002		01/01/2009	12/31/2009	04/30/2013	04/30/2013	3	2009	v1996	531	686280965	242464748	443816217	274451353	60747026	18426817	307931006	17321	7725	2407	86539314	159537	600 GRANT STREET	GARY	IN	46402	LAKE	THE METHODIST HOSPITALS  INC.		.374429		12679241	126551225								76016157	32355306	405139923	222971407	78376016	74723375
291451	150161		01/01/2009	12/31/2009	04/30/2013	04/30/2013	2	2009	v1996	161	404681562	201680562	203001000	195583477	57565854	12461277	166509733	10595	1880	909	21889212	2342	11700 NORTH MERIDIAN ST	CARMEL	IN	46032	HAMILTON	CLARIAN NORTH MEDICAL CENTER		.4615		12899000	188965000	3248000	15071000	639000	12593000		34683000	14000	39104000	24576000	236376337	165241450	35682083	27977581
291453	230264		01/01/2009	12/31/2009	04/30/2013	04/30/2013	2	2009	v1996	13	13972548	6078566	7893982	8779955	49392		1731890	48	20		351813		21230 DEQUINDRE ROAD	WARREN	MI	48091	MACOMB	SOUTHEAST MICHIGAN SURGICAL HOSPITAL	24838	.480525	158153	103498	2844352						2545387		1060476	6941806	1781283	11894883	457470	402334
291454	330158		01/01/2009	12/31/2009	04/30/2013	04/30/2013	3	2009	v1996	351	1316235845	258051371	1058184474	265859921	171761054	16127534	564830902	16537	5057	994	70173207	58935	255 LAFAYETTE AVENUE	SUFFERN	NY	10901	ROCKLAND	GOOD SAMARITAN HOSPITAL		.170278	2257056	396151	73439871	3065484	4324854	19658623	812283		32411711		41610697	33853048	853195430	548645309	66924463	62627433
291456	050124		01/01/2009	12/31/2009	04/30/2013	04/10/2013	2	2009	v1996	116	338992305	82191123	256801182	81950633	37146231	7459800	133168174	6085	1730	352	17079022	90927	1812 VERDUGO HILLS HOSPITAL	GLENDALE	CA	91208	LOS ANGELES	VERDUGO HILLS HOSPITAL	588311	.220356	374209	82195	18631508	2005736	52856720		23143528				15599674	10637931	208472837	127638738	17776991	16782345
291460	050225		01/01/2009	12/31/2009	04/30/2013	04/10/2013	2	2009	v1996	101	713872921	133188549	580684372	139580498	48797637	22591619	256277284	4927	2309	1050	25365543	16773	5974 PENTZ ROAD	PARADISE	CA	95969	BUTTE	FEATHER RIVER HOSPITAL	7997153	.157221	4379780	-7250972	50351259	2047379	24845378		3346281		18080716	317254	22128639	14784053	327777817	360688230	28074851	26261271
291461	050336		01/01/2009	12/31/2009	04/30/2013	04/10/2013	3	2009	v1996	190	915825739	131892757	783932982	128394462	171544850	38207949	399078163	7847	2982	2867	28935641	35309	975 S. FAIRMONT AVENUE	LODI	CA	92541	SAN JOAQUIN	LODI MEMORIAL HOSPITAL	48325647	.11653	138098167	8468027	171897367	1016233	22963264	228904	7437120		24205592	25060	79172751	30297405	640534208	265456037	30940350	29751057
291463	050407		01/01/2009	12/31/2009	04/30/2013	04/10/2013	2	2009	v1996	54	176961398	89871072	87090326	83786113	25895919	4662658	32838909	2045	848	201	9038291		845 JACKSON STREET	SAN FRANCISCO	CA	94133	SAN FRANCISCO	CHINESE HOSPITAL	1934337	.28464	6846242	14705183	25769565		13716647				16831490		25332930	13571550	64851961	105247123	10421045	9922907
291464	050444		07/01/2009	06/30/2010	04/30/2013	04/11/2013	2	2009	v1996	164	739273405	177777763	561495642	182969131	149800549	30533983	264827800	10830	3798	3029	51251105	13900	333 MERCY AVENUE	MERCED	CA	95340	MERCED	MERCY MEDICAL CENTER	32068993	.230624		10008286	8502051	738582	16179215	92369			11811708		39964276	52244192	453915715	282318297	50102314	45733439
291466	050710		01/01/2009	12/31/2009	04/30/2013	04/10/2013	2	2009	v1996	169								7761	213	3	2282436		7300 NORTH FRESNO	FRESNO	CA	93720	FRESNO	KFH - FRESNO		34.594579	9070273												1777992	3504558	3802342	3696016
291468	050760		01/01/2009	12/31/2009	04/30/2013	04/11/2013	2	2009	v1996	146								7774	324	1	3409926		4501 SAND CREEK ROAD	ANTIOCH	CA	94531	CONTRA COSTA	KFH - ANTIOCH		44.588386	8410566												1635737	2704005	5843088	5595815
291469	290020		01/01/2009	12/31/2009	04/30/2013	04/10/2013	2	2009	v1996	10	12131378	9246210	2885168	9270268	537816		1717137	194	68	11	809928		825 SOUTH MAIN STREET	TONOPAH	NV	89049	NYE	NYE REGIONAL MEDICAL CENTER	2392100	.527517	122485	454095	335334		9879		100178				2607047	1481969	2308998	8243450	710953	623736
291490	330268		01/01/2009	12/31/2009	05/01/2013	04/26/2013	2	2009	v1996	40	45090483	24256020	20834463	23518941	1312705		4199245	669	390	35	2364841		178 GRANDVIEW DRIVE	COBLESKILL	NY	12043	SCHOHARIE	BASSETT HOSPITAL OF SCHOHARIE COUNT	2269068	.477884	1220091	6015377	8619930	278347	3167396		538591		3689297		8799836	3613672	6175063	38915420	2484284	2373313
291491	330011		01/01/2009	12/31/2009	05/01/2013	04/26/2013	3	2009	v1996	148	521675801	238772221	282903580	233587913	20846691		114632858	8918	4312	1294	30713727		169 RIVERSIDE DRIVE	BINGHAMTON	NY	13905	BROOME	OUR LADY OF LOURDES MEMORIAL HOSPITA	9867217	.358261	19211377	11111672	67980241				60661136		63775052		47258830	50442335	131518316	367282743	33039978	31457862
291492	330181		01/01/2009	12/31/2009	05/01/2013	04/26/2013	2	2009	v1996	192	425503945	152356035	273147910	176360396	120609541	27894673	81809763	7206	3760	230	39575366	30576	ST ANDREWS LANE	GLEN COVE	NY	11542	NASSAU	GLEN COVE HOSPITAL	17699015	.341133	1701443	75000	52346000	222000	28522000		3091000		7027000		64870000	35997000	317467028	108036915	42217955	38967961
291498	050036		07/01/2009	06/30/2010	05/01/2013	04/24/2013	2	2009	v1996	403	1121777115	258455437	863321678	245775126	174230377	71500112	621455730	17134	3725	2076	53438960	26485	420 34TH STREET	BAKERSFIELD	CA	93303	KERN	MEMORIAL HOSPITAL	23951506	.202978	3120397	118499540	124879386	2290972	81793315				69795820		154508260	33447956	867701165	254075949	48759462	45435184
291500	050073		01/01/2009	12/31/2009	05/01/2013	04/25/2013	2	2009	v1996	227								13271	879	34	11214922		975 SERRANO DRIVE	VALLEJO	CA	94589	SOLANO	KFH - VALLEJO		39.079185	426670159												3253551	4752304	16765482	16224035
291504	050104		07/01/2009	06/30/2010	05/01/2013	04/24/2013	3	2009	v1996	339	1136355261	291766748	844588513	305368219	119544652	88841752	597327372	20140	2773	7750	47565585	5297	3630 EAST IMPERIAL HIGHWAY	LYNWOOD	CA	90262	LOS ANGELES	ST. FRANCIS MEDICAL CENTER	74779219	.248706	11442147	11990436	156137939	85141	81281214				89675021		92763211	47145516	793179227	343176036	43032334	40362845
291522	050261		07/01/2009	06/30/2010	05/01/2013	04/24/2013	3	2009	v1996	123	554544837	124360089	430184748	119215375	43531784	7449524	214969592	7861	2380	1497	26761672	54833	465 W. PUTNAM AVE.	PORTERVILLE	CA	93257	TULARE	SIERRA VIEW DISTRICT HOSPITAL		.19863	2689194	29648847	68006404	2189109	19688997		24651931		39072157		52483994	30716760	290840327	261603958	24344234	23121466
291523	050277		07/01/2009	06/30/2010	05/01/2013	04/22/2013	3	2009	v1996	157	475176955	117072136	358104819	123598328	55325346	5072760	279161419	7159	1712	3006	22318716	6189	2776 PACIFIC AVENUE	LONG BEACH	CA	90801	LOS ANGELES	PACIFIC HOSPITAL OF LONG BEACH	14598392	.19821	2079755	2521617	18650912	3651	11362153		3473127		15684709		67035190	42056612	341217107	133959848	20081118	18790509
291530	050305		01/01/2009	12/31/2009	05/01/2013	04/22/2013	3	2009	v1996	347	2106984181	575139664	1531844517	530151738	334432006	198835654	799871846	19187	3738	3842	64188844	75339	2450 ASHBY AVENUE	BERKELEY	CA	94705	ALAMEDA	ALTA BATES MEDICAL CENTER		.227796	4826384	21528663	110655375	2950532	118040270	3426158	51086305		125741093	6492179	126475595	52026455	1584255570	546413387	63013861	57833215
291532	050320		07/01/2009	06/30/2010	05/01/2013	04/17/2013	2	2009	v1996	199	944285256	168866709	775418547	485785503	144070879	52917320	199079783	9455	1084	3303	22886860	51245	1411 EAST 31ST STREET	OAKLAND	CA	94602	ALAMEDA	ALAMEDA COUNTY MEDICAL CENTER	105906613	.456848	5678681	30329275	35231336	678057	24506306	2824064	6892890		19362010		171331776	96299609	586128353	250570036	20576483	19680231
291535	050425		01/01/2009	12/31/2009	05/01/2013	04/17/2013	2	2009	v1996	603								30951	1797	261	20710709		2025 MORSE AVENUE	SACRAMENTO	CA	95825	SACRAMENTO	KFH - SACRAMENTO		37.620253	272240878												8065578	10844711	20585166	19712774
291540	050597		01/01/2009	12/31/2009	05/01/2013	04/15/2013	2	2009	v1996	105	236663318	64390819	172272499	62650597	30069573	18631567	98612299	5732	1367	569	14091866	54800	250 SOUTH GRAND AVENUE	GLENDORA	CA	91740	LOS ANGELES	FOOTHILL PRESBYTERIAN HOSPITAL	5769348	.257137	2289407	3199059	30414342		18098055		1600679		21405097		15560981	11014788	153587154	82864496	14499125	13728970
291542	050678		07/01/2009	06/30/2010	05/01/2013	04/26/2013	2	2009	v1996	218	797169351	170241527	626927824	221392896	104287141	37887031	367565193	13945	1999	197	21184931	25050	9920 TALBERT AVENUE	FOUNTAIN VALLEY	CA	92708	ORANGE	ORANGE COAST MEMORIAL MEDICAL CENTER	5292010	.208916		810840	120936680	484751	20897897	1785057	1966080		23910087	29737	32612091	75077780	525507151	271653658	24321303	22897555
291546	050696		04/01/2009	09/30/2009	05/01/2013	04/26/2013	2	2009	v1996	221	735078863	152915283	582163580	168613709	78356675	52045908	479970412	3551	1255	419	37972974	9036	1500 SAN PABLO STREET	LOS ANGELES	CA	90033	LOS ANGELES	USC UNIVERSITY HOSPITAL		.198646	797926	235990774	237999779		2709752		5919744				311974761	40914566	610260359	121452554	41443955	38157517
291550	050727		10/01/2008	09/30/2009	05/01/2013	04/25/2013	2	2009	v1996	135	312047885	49688880	262359005	52090436	45599175	17142047	111186601	2513	1195	286	11574558	22849	1720 TERMINO AVENUE	LONG BEACH	CA	90804	LOS ANGELES	COMMUNITY HOSPITAL OF LONG BEACH	4757292	.160446	1361700	234015	5349574			943912			4390458		11133514	9910138	201631846	111296215	15372911	14604592
291555	120014		07/01/2009	06/30/2010	05/01/2013	04/22/2013	2	2009	v1996	71	210797577	79774622	131022955	76167999	26827885	7813653	51923178	4208	838	393	11103959	26222	3-3420 KUHIO HIGHWAY	LIHUE	HI	96766	KAUAI	WILCOX MEMORIAL HOSPTIAL	4095527	.31206	1070023	-441541	37855518	1337005	35938403	417000	874270		21256085	3421737	13838087	10333660	92890047	117907530	9360357	8887830
291557	290047		02/01/2009	01/31/2010	05/01/2013	04/25/2013	2	2009	v1996	139	404905375	104083364	300822011	128839068	29829409	19115857	228973708	6116	1751	331	21766311	20883	9300 WEST SUNSET RD	LAS VEGAS	NV	89148	CLARK	SOUTHERN HILLS HOSPITAL & MEDICAL CT	19448048	.201641	1696769	90226	92233145	3494780	4700909	21035	21670562		20474274	6933432	15347102	5766512	284745227	120160148	20690942	18221498
291567	460017		09/01/2009	08/31/2010	05/01/2013	05/01/2013	2	2009	v1996	40	49030455	26963527	22066928	21413794	4045264		9460520	1024	194	201	1443942		950 SOUTH MEDICAL DRIVE	BRIGHAM CITY	UT	84302-4724	BOX ELDER	BRIGHAM CITY COMMUNITY HOSPITAL	1699909	.349134	496391	6025	8299922	220858	3458539		3322164		6900759	24567	4891816	1342519	14428869	34573468	1523779	1354701
291597	331313		01/01/2009	12/31/2009	05/02/2013	05/01/2013	3	2009	v1996	25	63583860	29088037	34495823	29720165	3002873	672384	9611881	1064	525	161			220 STEUBEN STREET	MONTOUR FALLS	NY	14865	SCHUYLER	SCHUYLER HOSPITAL			937910	423839	6628139								5864065	6606624	26467375	31267576	3377208	
291598	070005		10/01/2008	09/30/2009	05/02/2013	04/30/2013	2	2009	v1996	226	844914268	225609037	619305231	239213104	136748369	26038120	344294121	13090	5402	824	70848397	146614	64 ROBBINS STREET	WATERBURY	CT	06708	NEW HAVEN	WATERBURY HOSPITAL		.24407	1907394	14625282	43336543	1602423	59611181		33699198	316519	102151476		54175918	26552410	521567486	279442958	64790588	62214278
291599	070007		10/01/2008	09/30/2009	05/02/2013	04/30/2013	2	2009	v1996	204	592625075	283933518	308691557	270584937	48481184	17952194	180272375	13750	5613	2083	55269408	67360	365 MONTAUK AVENUE	NEW LONDON	CT	06320	NEW LONDON	LAWRENCE & MEMORIAL HOSPITAL		.430217	23152523	22869913	100700812	3761324	56738917		40866126		78746064		166692593	42131791	240352301	309386568	59076546	55368597
